"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US12","Florida","9141675","28885","5.2","0.2","3.1","0.1","6.1","0.1","6.7","0.2","10.6","0.2","16.7","0.2","13.2","0.2","17.7","0.3","8.9","0.2","11.9","0.2","77735","564","108835","698","37.7","(X)","(X)","(X)","(X)","(X)","5922660","30106","3.2","0.2","1.5","0.1","3.8","0.1","4.9","0.2","9.1","0.3","16.4","0.3","14.3","0.3","20.8","0.4","10.8","0.2","15.2","0.3","93615","884","126758","951","(X)","(X)","39.7","(X)","(X)","(X)","4288206","28981","1.7","0.1","1.0","0.1","2.5","0.1","3.4","0.2","6.9","0.2","14.4","0.3","14.5","0.3","23.3","0.5","13.1","0.3","19.3","0.4","109871","891","146315","1089","(X)","(X)","(X)","(X)","(X)","(X)","3219015","28246","9.7","0.4","6.3","0.2","10.9","0.3","10.5","0.3","14.1","0.3","17.9","0.5","10.8","0.3","10.6","0.4","4.2","0.2","5.0","0.2","47966","681","70356","1087","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US13","Georgia","4220732","13456","5.5","0.2","3.2","0.2","6.0","0.2","6.3","0.2","10.3","0.3","15.9","0.3","13.2","0.4","17.8","0.4","9.5","0.3","12.3","0.3","79991","633","108907","935","41.5","(X)","(X)","(X)","(X)","(X)","2793843","19966","3.4","0.2","1.7","0.2","3.8","0.2","5.0","0.2","9.1","0.4","14.9","0.4","13.8","0.4","20.7","0.5","11.7","0.3","16.0","0.4","96419","1000","127551","1265","(X)","(X)","43.7","(X)","(X)","(X)","1971007","20971","1.5","0.2","0.9","0.1","2.3","0.2","3.2","0.2","6.7","0.4","12.7","0.5","13.9","0.5","23.2","0.5","14.6","0.4","21.0","0.5","116922","1235","149586","1661","(X)","(X)","(X)","(X)","(X)","(X)","1426889","18603","10.2","0.5","6.4","0.4","10.9","0.5","9.6","0.5","13.4","0.6","18.6","0.6","11.6","0.6","10.8","0.4","4.1","0.3","4.3","0.3","49250","1087","67057","1293","(X)","(X)","(X)","(X)","36.0","(X)",
"0400000US15","Hawaii","493151","6276","4.5","0.4","2.7","0.4","4.1","0.5","4.2","0.5","7.4","0.6","15.2","0.9","11.4","0.8","20.2","0.9","11.9","0.6","18.5","0.8","100745","1760","131862","2685","37.3","(X)","(X)","(X)","(X)","(X)","331709","7210","2.7","0.5","1.3","0.3","2.4","0.5","3.1","0.5","6.3","0.8","13.3","1.0","11.4","0.9","22.6","1.1","14.8","0.9","22.1","1.1","119933","2865","147865","3333","(X)","(X)","38.9","(X)","(X)","(X)","241695","6323","1.3","0.3","0.6","0.3","2.0","0.4","2.7","0.6","4.7","0.7","12.0","1.1","10.7","1.0","23.2","1.3","16.8","1.1","25.9","1.2","133605","3464","163160","4090","(X)","(X)","(X)","(X)","(X)","(X)","161442","5352","9.7","1.0","6.0","1.0","8.2","1.2","6.6","0.9","10.8","1.3","19.7","1.7","12.6","1.4","14.4","1.4","5.4","0.8","6.6","1.2","58685","3103","83083","4887","(X)","(X)","(X)","(X)","30.9","(X)",
"0400000US16","Idaho","751181","5831","3.7","0.3","2.6","0.3","5.9","0.4","6.3","0.5","10.4","0.6","17.0","0.7","14.1","0.6","21.3","0.8","9.2","0.6","9.5","0.5","81166","1340","104073","1747","33.1","(X)","(X)","(X)","(X)","(X)","512450","7850","2.0","0.3","1.2","0.3","3.3","0.4","4.5","0.4","8.8","0.7","16.6","0.8","15.4","0.7","25.2","1.0","11.1","0.7","11.9","0.6","96310","2018","119379","2152","(X)","(X)","33.7","(X)","(X)","(X)","410032","8046","1.1","0.2","0.9","0.3","2.4","0.3","3.4","0.4","7.3","0.7","14.7","0.8","15.6","0.9","27.4","1.1","13.0","0.8","14.2","0.8","105402","2020","131124","2749","(X)","(X)","(X)","(X)","(X)","(X)","238731","6415","8.3","0.8","5.9","0.8","11.7","1.0","11.0","1.0","15.0","1.2","18.8","1.3","10.9","1.1","11.0","1.0","4.0","0.7","3.4","0.6","48391","1291","65214","2280","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US17","Illinois","5105448","12305","5.5","0.2","3.2","0.1","5.6","0.2","6.2","0.2","9.9","0.3","14.8","0.3","12.5","0.3","18.2","0.3","10.1","0.2","14.1","0.3","83211","898","115705","1002","37.7","(X)","(X)","(X)","(X)","(X)","3139340","20361","3.0","0.2","1.4","0.1","3.4","0.2","4.0","0.2","7.7","0.3","13.6","0.3","13.1","0.3","21.4","0.4","13.0","0.3","19.2","0.4","106800","956","140124","1278","(X)","(X)","40.6","(X)","(X)","(X)","2287305","20020","1.3","0.1","0.7","0.1","2.0","0.2","2.5","0.2","5.5","0.3","11.6","0.4","12.4","0.4","23.5","0.5","15.7","0.4","24.7","0.5","127452","1187","163289","1507","(X)","(X)","(X)","(X)","(X)","(X)","1966108","20044","10.2","0.4","6.2","0.3","9.5","0.4","9.9","0.4","13.9","0.6","17.3","0.5","11.6","0.4","11.9","0.5","4.5","0.3","5.0","0.3","50342","575","72007","1442","(X)","(X)","(X)","(X)","32.0","(X)",
"0400000US18","Indiana","2775637","11977","4.8","0.2","3.3","0.2","6.6","0.3","7.6","0.3","11.7","0.4","18.0","0.4","13.8","0.4","17.3","0.4","8.5","0.3","8.5","0.3","71959","630","95565","956","34.5","(X)","(X)","(X)","(X)","(X)","1766749","15048","3.0","0.3","1.6","0.2","3.4","0.2","5.0","0.4","9.3","0.5","17.4","0.5","15.5","0.5","21.7","0.5","11.4","0.4","11.7","0.4","90323","1060","114934","1324","(X)","(X)","36.0","(X)","(X)","(X)","1293561","14750","1.1","0.2","0.9","0.1","2.1","0.2","3.0","0.3","6.9","0.5","15.5","0.6","16.1","0.6","25.4","0.6","14.1","0.5","15.0","0.5","106778","1427","132730","1659","(X)","(X)","(X)","(X)","(X)","(X)","1008888","12358","9.1","0.5","6.5","0.5","12.6","0.6","12.4","0.6","16.9","0.7","19.2","0.6","10.1","0.6","8.2","0.5","2.7","0.3","2.3","0.3","42363","689","57147","1436","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US19","Iowa","1343422","8051","4.0","0.3","3.1","0.2","6.4","0.3","7.3","0.3","11.4","0.4","17.4","0.5","14.3","0.6","19.3","0.5","8.5","0.4","8.3","0.3","75501","1016","96497","1156","32.3","(X)","(X)","(X)","(X)","(X)","832872","9330","2.5","0.3","1.5","0.2","3.3","0.3","4.5","0.4","8.5","0.4","15.6","0.6","16.0","0.7","24.6","0.7","11.7","0.5","11.9","0.5","96797","1210","117381","1411","(X)","(X)","33.5","(X)","(X)","(X)","642672","10137","1.0","0.2","0.8","0.2","1.7","0.2","2.8","0.3","6.2","0.4","13.9","0.6","16.4","0.7","28.0","0.8","14.4","0.7","14.7","0.6","110683","1360","132710","1836","(X)","(X)","(X)","(X)","(X)","(X)","510550","9688","7.4","0.5","6.2","0.5","11.8","0.8","12.4","0.7","17.1","0.8","20.5","1.0","11.3","0.8","8.9","0.7","2.5","0.3","1.9","0.3","45281","1021","58386","1831","(X)","(X)","(X)","(X)","29.3","(X)",
"0400000US20","Kansas","1204374","6458","4.3","0.3","3.1","0.3","6.1","0.3","7.0","0.4","11.2","0.5","17.9","0.5","14.0","0.5","17.5","0.6","8.9","0.4","10.0","0.5","75514","996","101988","1719","34.0","(X)","(X)","(X)","(X)","(X)","758824","9816","2.2","0.3","1.5","0.3","2.9","0.3","4.5","0.4","8.3","0.5","16.9","0.6","15.6","0.8","21.7","0.7","12.2","0.5","14.0","0.6","96101","1637","124483","2425","(X)","(X)","34.9","(X)","(X)","(X)","590956","9983","1.0","0.2","0.7","0.2","1.5","0.2","3.0","0.4","6.5","0.5","15.0","0.6","16.2","0.8","24.7","0.8","14.4","0.7","17.0","0.7","111024","1542","140174","2770","(X)","(X)","(X)","(X)","(X)","(X)","445550","9721","8.8","0.8","6.2","0.6","11.9","0.8","11.7","0.8","16.9","1.0","19.6","0.9","10.5","0.8","8.9","0.8","2.8","0.4","2.6","0.5","44477","1187","59372","1671","(X)","(X)","(X)","(X)","31.2","(X)",
"0400000US21","Kentucky","1865456","8525","6.3","0.3","5.0","0.3","8.3","0.4","8.0","0.4","11.5","0.4","17.6","0.4","12.4","0.4","16.1","0.5","7.3","0.3","7.5","0.3","64526","1165","87717","1186","34.8","(X)","(X)","(X)","(X)","(X)","1189969","10615","4.4","0.4","2.4","0.3","5.0","0.4","6.5","0.4","9.9","0.5","17.3","0.5","14.2","0.5","20.1","0.5","9.9","0.5","10.3","0.5","82757","1282","105546","1499","(X)","(X)","36.9","(X)","(X)","(X)","866644","11283","1.8","0.3","1.1","0.2","3.3","0.4","4.4","0.4","8.6","0.5","16.2","0.5","15.3","0.6","23.7","0.7","12.5","0.6","13.1","0.6","98920","1415","122424","1968","(X)","(X)","(X)","(X)","(X)","(X)","675487","10342","10.6","0.7","9.9","0.7","14.5","0.8","11.2","0.7","14.7","0.8","18.3","0.8","8.9","0.6","7.8","0.6","2.2","0.3","1.9","0.4","38452","1368","52411","1417","(X)","(X)","(X)","(X)","29.9","(X)",
"0400000US22","Louisiana","1848965","8172","7.5","0.4","5.4","0.4","9.3","0.4","8.1","0.4","11.6","0.4","16.5","0.6","11.4","0.4","15.2","0.5","7.1","0.3","8.0","0.4","60986","803","86656","1422","39.5","(X)","(X)","(X)","(X)","(X)","1154304","13730","4.7","0.4","2.6","0.3","6.2","0.4","7.2","0.6","10.1","0.5","15.9","0.7","13.4","0.6","19.1","0.7","9.7","0.5","11.1","0.5","80529","1210","105961","1984","(X)","(X)","41.1","(X)","(X)","(X)","769606","12858","1.6","0.3","1.0","0.2","3.4","0.4","4.5","0.5","7.7","0.5","14.5","0.8","14.4","0.7","24.2","0.8","13.0","0.7","15.7","0.7","104613","2050","130588","2606","(X)","(X)","(X)","(X)","(X)","(X)","694661","13228","13.0","0.7","10.5","0.8","15.0","0.8","10.0","0.6","13.8","0.7","17.4","0.9","7.6","0.7","8.0","0.7","2.3","0.3","2.3","0.3","36040","887","51129","1337","(X)","(X)","(X)","(X)","35.6","(X)",
"0400000US23","Maine","615235","5086","4.0","0.4","3.8","0.4","6.8","0.5","6.7","0.5","10.7","0.6","17.2","0.8","13.0","0.8","18.1","0.8","9.4","0.5","10.3","0.7","76442","1354","102734","2151","32.8","(X)","(X)","(X)","(X)","(X)","370334","7089","2.1","0.4","1.3","0.3","3.9","0.5","3.4","0.4","8.1","0.7","16.5","1.0","15.0","0.9","22.7","1.2","12.8","0.7","14.3","1.0","99546","2452","125691","3286","(X)","(X)","33.8","(X)","(X)","(X)","293267","6539","0.9","0.2","0.8","0.3","2.5","0.4","2.4","0.4","6.6","0.6","15.0","1.0","15.1","1.0","25.0","1.3","14.6","0.8","17.0","1.2","110544","2355","138527","3819","(X)","(X)","(X)","(X)","(X)","(X)","244901","6500","7.6","0.9","7.7","1.0","11.6","1.0","11.9","1.2","15.5","1.1","18.7","1.3","9.7","1.0","10.3","1.1","3.6","0.6","3.4","0.6","45568","1471","63299","2371","(X)","(X)","(X)","(X)","30.2","(X)",
"0400000US24","Maryland","2401394","7099","4.7","0.3","2.3","0.2","4.3","0.3","4.7","0.3","7.7","0.4","12.9","0.5","11.6","0.4","18.4","0.4","12.5","0.4","20.8","0.5","102905","1404","136413","1486","37.2","(X)","(X)","(X)","(X)","(X)","1541015","13119","2.7","0.2","0.9","0.1","2.5","0.3","3.2","0.3","5.8","0.4","11.2","0.5","10.9","0.5","19.7","0.5","15.2","0.5","27.8","0.6","130035","1947","163548","1921","(X)","(X)","39.5","(X)","(X)","(X)","1091914","12791","1.0","0.2","0.5","0.1","1.2","0.2","2.0","0.2","3.6","0.3","9.1","0.5","9.5","0.5","19.7","0.7","17.6","0.7","35.7","0.8","158746","2159","191211","2351","(X)","(X)","(X)","(X)","(X)","(X)","860379","13114","9.0","0.6","5.1","0.4","7.7","0.7","7.9","0.6","11.9","0.8","16.8","0.8","12.6","0.7","15.8","0.7","6.8","0.5","6.4","0.4","61759","1218","81279","1642","(X)","(X)","(X)","(X)","31.6","(X)",
"0400000US25","Massachusetts","2829804","9140","4.8","0.2","3.0","0.2","4.9","0.2","4.8","0.3","7.5","0.3","12.1","0.4","10.6","0.4","18.0","0.5","11.8","0.3","22.5","0.4","104828","1650","144312","1304","39.4","(X)","(X)","(X)","(X)","(X)","1761366","13364","2.5","0.2","1.1","0.1","2.7","0.2","3.3","0.3","5.8","0.4","10.7","0.5","10.6","0.4","19.6","0.7","14.2","0.5","29.5","0.5","131831","1576","174000","1658","(X)","(X)","42.2","(X)","(X)","(X)","1282733","13943","1.1","0.2","0.5","0.1","1.5","0.2","1.9","0.3","3.9","0.3","8.3","0.4","9.1","0.4","20.4","0.7","16.1","0.6","37.3","0.6","159210","2623","203136","2290","(X)","(X)","(X)","(X)","(X)","(X)","1068438","13603","9.1","0.5","6.3","0.4","8.8","0.5","7.6","0.5","10.8","0.5","14.8","0.6","11.1","0.6","14.9","0.6","7.3","0.4","9.4","0.5","61790","935","89402","1951","(X)","(X)","(X)","(X)","33.5","(X)",
"0400000US26","Michigan","4131281","12742","5.7","0.2","3.5","0.2","6.6","0.2","7.3","0.2","11.0","0.3","17.3","0.3","13.0","0.2","17.6","0.3","8.5","0.2","9.4","0.2","72389","567","98697","771","34.6","(X)","(X)","(X)","(X)","(X)","2566245","17022","3.3","0.2","1.7","0.2","4.1","0.2","4.9","0.2","8.8","0.3","16.2","0.4","14.3","0.4","21.8","0.4","11.6","0.3","13.3","0.3","93305","955","120336","1096","(X)","(X)","36.3","(X)","(X)","(X)","1897370","16792","1.4","0.2","0.7","0.1","2.3","0.2","3.2","0.2","6.7","0.3","14.5","0.4","14.6","0.4","25.4","0.5","14.1","0.4","17.0","0.5","110529","807","138813","1508","(X)","(X)","(X)","(X)","(X)","(X)","1565036","15352","10.4","0.5","6.6","0.3","11.5","0.4","11.7","0.4","15.1","0.5","19.1","0.5","10.4","0.4","9.7","0.4","2.9","0.2","2.5","0.2","44047","792","59693","950","(X)","(X)","(X)","(X)","30.8","(X)",
"0400000US27","Minnesota","2363442","7555","4.4","0.2","2.6","0.2","5.0","0.2","5.5","0.2","9.1","0.3","16.2","0.4","13.1","0.4","19.6","0.4","10.7","0.3","13.8","0.3","87117","961","116159","1073","31.5","(X)","(X)","(X)","(X)","(X)","1453940","12559","2.2","0.2","1.0","0.1","2.4","0.2","3.3","0.2","6.5","0.4","13.8","0.4","13.7","0.4","23.2","0.5","14.4","0.4","19.4","0.5","112716","1422","142691","1656","(X)","(X)","32.3","(X)","(X)","(X)","1138143","13744","1.1","0.1","0.5","0.1","1.6","0.1","1.9","0.2","4.9","0.4","11.6","0.4","13.3","0.5","24.9","0.5","16.8","0.5","23.6","0.5","128690","1483","159823","1811","(X)","(X)","(X)","(X)","(X)","(X)","909502","10732","8.5","0.5","5.4","0.4","9.5","0.6","9.4","0.5","14.2","0.7","20.7","0.8","11.8","0.5","12.8","0.7","4.1","0.3","3.7","0.3","52211","714","68930","1325","(X)","(X)","(X)","(X)","28.8","(X)",
"0400000US28","Mississippi","1176690","8112","7.1","0.5","5.4","0.4","9.1","0.5","9.3","0.6","12.5","0.6","16.3","0.7","12.1","0.6","15.6","0.7","6.5","0.4","6.0","0.4","59127","1560","80847","1486","39.7","(X)","(X)","(X)","(X)","(X)","769191","11535","4.9","0.5","2.5","0.3","5.7","0.5","7.5","0.5","11.5","0.7","16.6","0.8","14.4","0.7","20.1","0.9","8.6","0.5","8.1","0.6","76879","1989","96698","2015","(X)","(X)","42.5","(X)","(X)","(X)","510177","11532","1.4","0.2","1.0","0.3","3.0","0.4","4.9","0.5","9.1","0.7","15.7","0.9","15.8","0.8","25.8","1.1","11.8","0.8","11.5","0.8","98570","2088","118290","2613","(X)","(X)","(X)","(X)","(X)","(X)","407499","10989","12.2","1.0","10.8","1.0","16.2","1.1","13.8","1.2","14.4","1.1","15.6","1.1","7.4","0.9","6.1","0.8","1.9","0.4","1.5","0.4","32115","869","47442","1921","(X)","(X)","(X)","(X)","33.3","(X)",
"0400000US29","Missouri","2563244","10377","5.2","0.2","3.5","0.2","6.9","0.3","7.5","0.3","11.4","0.3","17.6","0.4","13.6","0.4","17.1","0.4","8.2","0.3","9.1","0.3","71589","703","96920","903","33.2","(X)","(X)","(X)","(X)","(X)","1591484","13846","3.1","0.3","1.5","0.2","3.8","0.3","5.1","0.3","9.0","0.4","16.8","0.5","15.1","0.4","21.6","0.6","11.2","0.4","12.8","0.4","92101","880","118023","1258","(X)","(X)","34.6","(X)","(X)","(X)","1190688","14024","1.4","0.2","0.7","0.1","2.2","0.2","3.2","0.3","6.9","0.3","15.1","0.5","15.6","0.5","24.9","0.7","13.7","0.5","16.3","0.5","107473","1292","135536","1493","(X)","(X)","(X)","(X)","(X)","(X)","971760","13431","9.5","0.6","7.0","0.5","12.4","0.5","12.2","0.6","16.2","0.6","18.8","0.7","10.3","0.6","8.4","0.5","2.6","0.3","2.5","0.3","42092","624","58068","1344","(X)","(X)","(X)","(X)","29.5","(X)",
"0400000US30","Montana","468981","3571","3.8","0.5","3.7","0.5","6.6","0.6","6.7","0.6","11.2","0.7","17.8","1.0","13.6","0.8","18.7","1.0","8.6","0.7","9.3","0.7","75340","1635","101634","2544","33.6","(X)","(X)","(X)","(X)","(X)","285217","5873","2.1","0.4","1.3","0.5","3.3","0.5","4.2","0.7","8.1","0.7","16.3","1.3","15.8","1.3","24.0","1.2","11.9","1.0","13.0","1.1","97801","2870","124922","3973","(X)","(X)","35.6","(X)","(X)","(X)","229637","5688","0.9","0.3","0.7","0.3","2.3","0.5","3.4","0.7","6.3","0.7","14.9","1.2","16.1","1.5","26.3","1.4","13.5","1.2","15.6","1.2","108127","3956","137755","4498","(X)","(X)","(X)","(X)","(X)","(X)","183764","5532","6.7","1.1","7.6","1.1","12.0","1.3","11.1","1.1","16.6","1.4","20.6","1.6","9.7","1.2","10.1","1.1","3.0","0.8","2.7","0.6","44974","2456","61998","2648","(X)","(X)","(X)","(X)","30.0","(X)",
"0400000US31","Nebraska","824012","4590","4.3","0.4","3.0","0.3","6.3","0.4","6.7","0.4","11.3","0.6","17.4","0.7","13.3","0.6","19.1","0.6","9.6","0.5","8.9","0.4","76376","1384","100280","1684","34.0","(X)","(X)","(X)","(X)","(X)","514383","8018","2.8","0.4","1.3","0.3","3.1","0.4","3.7","0.4","8.7","0.6","15.2","0.8","15.1","0.7","24.3","0.9","13.3","0.7","12.6","0.7","100245","1571","122371","2101","(X)","(X)","36.0","(X)","(X)","(X)","402810","7316","1.4","0.3","0.8","0.2","1.8","0.4","2.6","0.3","6.0","0.6","13.7","0.9","15.3","0.8","27.1","1.0","16.1","0.9","15.2","0.8","112075","1667","137054","2528","(X)","(X)","(X)","(X)","(X)","(X)","309629","7613","7.6","0.9","6.1","0.6","12.1","0.9","12.3","1.0","16.3","1.1","21.9","1.2","9.9","1.0","9.1","0.8","2.5","0.5","2.1","0.4","45631","1271","59323","2061","(X)","(X)","(X)","(X)","29.5","(X)",
"0400000US32","Nevada","1238925","7143","5.3","0.3","2.4","0.2","5.5","0.4","6.6","0.4","10.3","0.5","16.3","0.7","13.4","0.6","18.8","0.8","9.9","0.5","11.5","0.6","81134","1112","109620","2057","37.8","(X)","(X)","(X)","(X)","(X)","781761","10712","3.0","0.4","1.3","0.3","3.4","0.5","4.7","0.4","8.9","0.6","16.4","0.9","13.9","0.8","21.7","0.9","12.3","0.7","14.4","0.8","96389","2339","125529","2678","(X)","(X)","39.9","(X)","(X)","(X)","538328","10359","1.5","0.3","0.7","0.2","1.9","0.4","2.5","0.4","7.1","0.7","14.5","0.9","14.0","1.0","23.8","1.1","14.8","0.9","19.2","1.0","114402","2570","147393","3641","(X)","(X)","(X)","(X)","(X)","(X)","457164","10638","10.1","0.7","4.4","0.6","9.8","0.8","10.6","0.9","13.4","0.9","17.3","1.1","12.0","1.0","12.4","1.1","5.0","0.7","5.0","0.7","51606","1164","75049","2549","(X)","(X)","(X)","(X)","32.4","(X)",
"0400000US33","New Hampshire","570689","4703","4.1","0.5","2.0","0.3","4.9","0.4","5.3","0.6","7.7","0.5","14.5","0.9","11.7","0.7","20.1","0.9","12.8","0.7","17.0","0.8","99782","2489","128604","2623","32.9","(X)","(X)","(X)","(X)","(X)","361715","6743","1.8","0.4","0.8","0.3","2.1","0.5","2.6","0.5","5.1","0.6","12.3","1.2","12.1","0.9","24.0","1.2","15.6","1.0","23.5","1.1","124960","3535","156219","3487","(X)","(X)","33.9","(X)","(X)","(X)","287265","7114","1.0","0.3","0.3","0.1","1.3","0.5","1.5","0.3","3.8","0.6","10.3","1.1","11.4","1.0","25.3","1.3","17.4","1.1","27.6","1.3","139183","2074","172456","4243","(X)","(X)","(X)","(X)","(X)","(X)","208974","6716","8.2","1.1","4.1","0.7","9.9","1.1","10.4","1.3","12.8","1.0","19.8","1.8","11.0","1.1","13.1","1.4","6.5","1.0","4.2","0.7","55415","2049","74643","2537","(X)","(X)","(X)","(X)","30.0","(X)",
"0400000US34","New Jersey","3543944","7728","4.3","0.2","2.4","0.2","4.4","0.2","4.8","0.2","7.5","0.3","13.0","0.4","11.4","0.3","18.6","0.4","11.9","0.3","21.8","0.3","104294","997","143216","1002","38.4","(X)","(X)","(X)","(X)","(X)","2414189","15662","2.4","0.2","1.1","0.1","2.8","0.2","3.5","0.2","6.1","0.3","11.3","0.4","11.1","0.4","20.0","0.5","14.2","0.4","27.6","0.5","127593","1386","167365","1379","(X)","(X)","40.7","(X)","(X)","(X)","1764953","15585","1.0","0.1","0.5","0.1","1.7","0.2","2.0","0.2","3.9","0.3","8.9","0.4","10.3","0.4","20.5","0.6","16.5","0.5","34.7","0.5","152435","1283","194803","1702","(X)","(X)","(X)","(X)","(X)","(X)","1129755","14965","9.1","0.5","5.5","0.4","8.1","0.5","8.1","0.4","11.7","0.6","17.1","0.8","12.2","0.6","14.2","0.6","6.2","0.4","7.8","0.4","60668","784","84494","1455","(X)","(X)","(X)","(X)","32.0","(X)",
"0400000US35","New Mexico","856970","6035","6.7","0.5","4.4","0.5","7.9","0.5","8.0","0.6","10.4","0.6","16.6","0.7","12.5","0.7","16.7","0.7","7.8","0.5","8.9","0.5","67816","1867","91875","2015","36.1","(X)","(X)","(X)","(X)","(X)","522330","7811","4.5","0.6","2.8","0.5","6.0","0.7","6.2","0.7","8.9","0.6","15.5","0.9","14.1","0.9","19.9","1.0","9.8","0.7","12.2","0.7","84387","2472","108068","2690","(X)","(X)","39.9","(X)","(X)","(X)","347132","7111","1.9","0.4","1.4","0.4","3.9","0.7","4.7","0.7","6.9","0.7","15.0","1.0","14.2","1.1","23.0","1.3","12.4","1.0","16.5","1.0","102481","2873","127801","3338","(X)","(X)","(X)","(X)","(X)","(X)","334640","8303","11.3","1.0","7.5","0.8","11.6","0.9","11.1","1.2","13.3","1.1","18.4","1.3","9.9","1.1","10.0","0.8","3.8","0.5","3.1","0.5","44453","1995","61747","2385","(X)","(X)","(X)","(X)","29.1","(X)",
"0400000US36","New York","7828074","18401","6.2","0.2","3.8","0.2","6.2","0.2","5.8","0.1","8.8","0.2","13.8","0.2","11.5","0.2","16.7","0.3","9.9","0.2","17.3","0.2","85820","653","128562","1071","41.9","(X)","(X)","(X)","(X)","(X)","4760304","27312","3.5","0.2","1.8","0.1","4.4","0.2","4.7","0.2","7.7","0.2","12.8","0.3","12.1","0.3","19.1","0.4","12.0","0.3","22.0","0.3","106073","1018","152219","1384","(X)","(X)","45.8","(X)","(X)","(X)","3284367","24653","1.5","0.1","0.9","0.1","2.9","0.2","3.1","0.2","5.8","0.2","10.9","0.3","11.5","0.3","20.3","0.4","14.4","0.3","28.6","0.4","130648","1059","181851","1889","(X)","(X)","(X)","(X)","(X)","(X)","3067770","26983","10.8","0.4","7.2","0.3","9.5","0.3","8.0","0.3","11.0","0.3","15.7","0.4","10.6","0.3","12.5","0.4","6.0","0.3","8.6","0.4","53817","1032","85493","1485","(X)","(X)","(X)","(X)","34.5","(X)",
"0400000US37","North Carolina","4496359","13556","5.2","0.2","3.5","0.2","6.6","0.3","7.0","0.3","11.1","0.3","17.1","0.4","12.9","0.3","17.0","0.3","8.4","0.2","11.1","0.3","73958","863","103766","994","36.9","(X)","(X)","(X)","(X)","(X)","2878473","19517","3.2","0.2","1.8","0.1","3.8","0.2","5.1","0.3","9.4","0.3","16.3","0.4","14.0","0.4","20.4","0.5","11.1","0.3","14.9","0.4","92847","1206","124680","1323","(X)","(X)","38.6","(X)","(X)","(X)","2112307","22926","1.4","0.1","0.8","0.1","2.2","0.2","3.2","0.2","6.9","0.3","14.4","0.5","14.7","0.4","23.6","0.6","13.6","0.4","19.2","0.5","111345","989","145385","1754","(X)","(X)","(X)","(X)","(X)","(X)","1617886","20377","9.6","0.4","7.0","0.4","12.0","0.5","10.9","0.5","14.5","0.6","18.6","0.6","10.6","0.5","9.9","0.4","3.3","0.3","3.6","0.3","45293","836","62702","993","(X)","(X)","(X)","(X)","32.6","(X)",
